venue_name,user,user_location,date,review,star_rating
Bottom of the Hill,Pete J.,"San Francisco, CA","Apr 17, 2007","What I will not do in my Bottom of the Hill review is tell a story about my day, recant a witty conversation I had there once, namedrop some of the staff or complain about the one time the bartender took ten minutes to get me a beer. What I WILL say is that the first show I saw in San Francisco was at the BOTH, & it has since been my favorite small venue in this or any city. Mostly because of the high quality & variety of the acts they bring in on a consistent basis. It is also arguably the least pretentious venue in the city. I've also got friends who live upstairs, & so most shows usually involve good times with said crew.It's not like Bottom of the Hill really needed another review. It's not like anyone but the infamous Lauren S (my esteemed roommate) is going to read this or find it more useful, funnier or cooler than another review. I'm just another dude in a long procession of loyal BOTH concertgoers. And that's what makes this venue so special. Its magic is as much in the quality of the music they bring in as it is in the venue itself. There are no bells & whistles here (Great American Music Hall, what?) -- you will most likely never not feel comfortable at a BOTH show.",5
Bottom of the Hill,riz l.,"San Francisco, CA","Apr 5, 2007","They got a strong history in rock music, a must when checking out up and comers. Sweet! Burgers are a much needed alcohol repeller. They sell dranks while letting the youngsta's in. They get X'd on their hands like their ''edge"" or something. I smuggled some beverage for my buddy, no one found out and no one ever will. ha!",4
Bottom of the Hill,Inome C.,"San Francisco, CA","Mar 27, 2007","I heart BOTH. Ive seen many many shows here, from Noise Pop to Hip Hop and every time I have a great time. There are drawbacks in that it can get super crowded AND occasionally I hit up the ""all ages"" show and jebus does that make one feel old. But all in all, I would go to BOTH to see a show any night of the week. Yah.",4
Bottom of the Hill,Autumn K.,"Helsinki, Finland","Mar 23, 2007","Love this place but it is, unfortunately, at the bottom of the hill. And that equals downright inconvenient to those of us who drink too heavily to drive. Ever. But if you have a friend who is willing to schlep your inebriated ass home after a rockin, raucous night here, or you're generally badass enough to wait for the mirage-like MUNI service to this hood, then this is the place to be. I have never NOT had fun here- the crowd is good people, the music is good, and the drinks are strong. Just make sure you have a way home because this is no place you want to be wandering around, all by your lonesome, with no clear path home, at 2 a.m.",4
Bottom of the Hill,Matthew H.,"Seattle, WA","Mar 22, 2007","Ok, yeah, I totally did it - I subtracted a whole effing star from an otherwise awesome venue because it is in the middle of nowhere, and late at night - after a long show - waiting for the bus in this part of town sucks ass.Of course, if you have a car - then you are in heaven since it is usually really easy to find good, convenient parking out here.  So, if you are automotive-inclined then you are in luck.  Favorite BOTH moments (in no particular order):1.) Performing my only interview during my short lived career as a music critic with the SF band the Pleased (feat. now-producer Noah Georgeson and now solo-artist Joanna Newsom).  During the interview Joanna Newsom told me that she likes to ""knock the boots"" to the Jackson 5.  I thought, and still think, this was a rad answer.  After witnessing this show I developed my first crush in this city (on Joanna Newsom).2.) Seeing indie-rapper Atmosphere perform with a full band including a cover of the Queens of the Stone Age ""Feel Good Hit of the Summer"" but changing the lyrics from drugs to rock-stars (i.e. stuttering out ""Cobain"" instead of ""Cocaine"").  I've always wanted to find a recording of this.3.) Two Gallants stealing the show as the opening band for Rogue Wave: they set up their instruments in the dead center of the crowd - going mostly undetected so that people near the bar and in the back couldn't figure out for the life of them why the rest of us were hushing them.  The clinking of pint glasses added to the music.4) Bribing a door guy at a super sold-out performance by Interpol so that my ticketless friend could walk in with me to enjoy the show.  5) Halloween (my birthday) a few year back drunkenly stumbling in just in time to catch the entirety of Metric's Halloween performance after leaving what, in my mind, was the last great Halloween in the Castro.  Emily Haines became my next ""celebrity"" crush (I always crush on cute indie-rock musicians instead of actresses).Mmmm... I'm totally feeling nostalgic now.  Recently I haven't seen too many shows at BOTH.  I'm not sure if it is because they haven't been scoring as many great acts, or what.  Nonetheless, I'll be watching their calendar, waiting for the next good gig.",4
Bottom of the Hill,jubi l.,"San Francisco, CA","Mar 20, 2007","Last Saturday, we got to see Federalist, Love Like Fire & Cold Hot Crash. I like this venue, cool crowd & great sound system. We were upfront and center. It was great. I even got to taste the cookies that Ann (of Love like Fire) baked. I thought that was cute. Jesse broke the strings of his 2 guitars but still manage to wing it until one of the guys from Cold Hot Crash lent him another guitar, w/c sounds way better than the one he broke.We got free cd's too. Def. will come back to check out local bands!",5
Bottom of the Hill,Nikki M.,"San Francisco, CA","Mar 19, 2007","A nice place to see a show, and then revel that you saw them before they were playing stadium concerts.Good staff and good prices and enough room to walk around in the back when you need some space.",4
Bottom of the Hill,Tricia Y.,"Carrboro, NC","Mar 13, 2007","While I did enjoy the dive-bar feel, the cool servers and the way you feel you are IN the band you are seeing play (mostly because you very nearly have to climb over the drum kit to order a beer), this place was just not conveniently located enough for me to go there too often when I lived in SF.",3
Bottom of the Hill,Christiana R.,"San Francisco, CA","Mar 2, 2007","Greatest concert venue of all time. Some of my favorite shows happened at Bottom of The Hill. This place is really small but that's the greatest part about it. You can interact with people and see awesome bands up-close. I'm not quite at the legal drinking age but I think this place is also a bar. Bottom of The Hill usually has shows every night but some nights, shows are 21 and over. The location is pretty random and eerie looking, but from what I've seen, it's a pretty quiet neighborhood.",5
Bottom of the Hill,Dave S.,"Boston, MA","Mar 1, 2007","Bottom of the Hill is of of probably two or three places I've found thusfar in my two years in the Bay that I actually LIKE hanging out in. I've seen the Life and Times here, and the annoying jerks in my buddy's band as well.The clientele scares me a little in that there's cute rock chicks, who I haven't met alot of yet out here... but I kinda feel like I'd just graduated high school while they were entering middle school. But hey, if that's your thing...The back patio is a neat place to hang out if you're not into watching the other bands on that night's bill, although the patio setup seems pretty common in alot of SF bars I've been to.",4
